id,year,field of study,degree,gpa,aid,name,grad
6959,2017,Data Analytics,Masters,3.890186648,1,"Shull, Mitchel",Grad
6960,2017,Data Analytics,Doctoral,3.331492378,0,"Echerivel, Raymond",Grad
6961,2017,Data Analytics,BA,3.548164073,0,"Iacovetta, Jelani",UG
6962,2017,Basket Weaving,Doctoral,3.64044589,0,"Armenta, Diego",Grad
6963,2017,Rug Weaving,Masters,3.533358995,1,"Thorne, Chase",Grad
6964,2017,Data Analytics,BA,3.39461614,0,"Gregory, Tamboura",UG
6965,2017,Rug Weaving,Masters,3.762520893,1,"Nathaniel, Trevor",Grad
6966,2017,Data Analytics,Doctoral,3.84360273,0,"Mendoza, Devonte",Grad
6967,2017,Container Design,BA,3.804228579,1,"Cheng, Emmanuel",UG
6968,2017,Data Analytics,Doctoral,3.411168287,0,"Rodriguez, Kolby",Grad
6969,2017,Container Design,BA,4,0,"Zanoni, Cameron",UG
6970,2017,Container Design,BA,3.696844007,1,"Thill, Austin",UG
6971,2017,Basket Weaving,Masters,3.582963971,0,"Dronavalli, Paxton",Grad
6972,2017,Basket Weaving,Doctoral,3.914043799,0,"Jefferson, Carzell",Grad
6973,2017,Basket Weaving,BA,3.79266275,0,"Quiroz, Joshua",UG
6974,2017,Rug Weaving,Minor,3.88037958,1,"Hang, Munir",Grad
6975,2017,Rug Weaving,Doctoral,3.77211897,1,"Jones, Kylan",Grad
6976,2017,Container Design,BA,3.310453144,1,"Hussainy, Kevin",UG
6977,2017,Data Analytics,BA,3.965479682,0,"Robles, Marco",UG
6978,2017,Rug Weaving,Minor,3.616101838,0,"Monterrosa, Marcus",Grad
6979,2017,Basket Weaving,Masters,3.92817449,0,"Buchanan, Abdulrhman",Grad
6980,2017,Data Analytics,BA,3.527650158,0,"Yi, Brett",UG
6981,2017,Basket Weaving,Masters,4,1,"Williams, Avery",Grad
6982,2017,Data Analytics,Masters,3.653233762,0,"Crawford, Riley",Grad
6983,2017,Basket Weaving,Masters,3.785959004,0,"Perez, Leon",Grad
6984,2017,Data Analytics,BA,3.750854419,0,"Taylor, Andrea",UG
6985,2017,Container Design,Doctoral,3.868728816,0,"Salas, Tomas",Grad
6986,2017,Data Analytics,Masters,3.808388009,1,"Clark, Austin",Grad
6987,2017,Basket Weaving,BA,3.830001263,0,"Ross, Da'Von",UG
6988,2017,Data Analytics,BA,3.633994957,0,"Lovato, Orlando",UG
6989,2018,Container Design,BA,3.660962432,0,"Dweh, Ka Lok",UG
6990,2018,Basket Weaving,Masters,3.911676421,1,"Kooker, Airik",Grad
6991,2018,Basket Weaving,BA,3.773099411,0,"Joh, Jacob",UG
6992,2018,Basket Weaving,BA,3.669477303,1,"Shino, Dylan",UG
6993,2018,Container Design,Doctoral,3.416731691,0,"Ledwell, Zachary",Grad
6994,2018,Data Analytics,Masters,3.744077032,0,"Bruder, Tyler",Grad
6995,2018,Container Design,Masters,3.864427065,0,"Jones, Chadron",Grad
6996,2018,Container Design,BA,3.63061354,0,"Fox, Justin",UG
6997,2018,Rug Weaving,Masters,3.871064172,1,"Le, Gurnam",Grad
6998,2018,Rug Weaving,Masters,3.716538558,0,"Gregory, Michael",Grad
6999,2018,Container Design,Masters,3.660808681,0,"Nguyen, Chan Young",Grad
7000,2018,Rug Weaving,Minor,3.976134503,0,"Jones, Benjamin",Grad
7001,2018,Container Design,BA,3.542232835,0,"Pollard, Rayshawne",UG
7002,2018,Data Analytics,Masters,3.812738542,1,"Stolen, Elijah",Grad
7003,2018,Basket Weaving,BA,3.979357513,1,"Valdez, Joseph",UG
7004,2018,Rug Weaving,Masters,3.7696877,1,"Dicicco, Shaun",Grad
7005,2018,Data Analytics,BA,4,1,"Kikuchi, Andrew",UG
7006,2018,Basket Weaving,Masters,3.49840907,0,"Diaz, Josue",Grad
7007,2018,Rug Weaving,Minor,3.758729057,1,"Soto-Cortes, David",Grad
7008,2018,Basket Weaving,Minor,3.835084952,0,"Bina, Nicholas",Grad
7009,2018,Basket Weaving,BA,3.787786517,1,"Dixon, Adrian",UG
7010,2018,Basket Weaving,BA,3.506726516,0,"Gonzales, Victor",UG
7011,2018,Data Analytics,Doctoral,3.756015946,1,"Fang, Tailun",Grad
7012,2018,Rug Weaving,Minor,3.858447336,0,"Hale, Tristan",Grad
7013,2018,Container Design,BA,3.821729261,0,"Phillips, Trey",UG
7014,2018,Data Analytics,BA,4,1,"Nguyen, David",UG
7015,2018,Container Design,BA,4,0,"Jhaveri, Christopher",UG
7016,2018,Container Design,Doctoral,3.815847682,0,"Gerou, Christopher",Grad
7017,2018,Basket Weaving,BA,3.723059574,1,"Ellison, Joshua",UG
7018,2018,Data Analytics,Masters,3.996673383,0,"Lubar, Paul",Grad
7019,2018,Basket Weaving,Minor,3.754002548,0,"Watson, Preston",Grad
7020,2018,Basket Weaving,Minor,3.770249181,0,"Dickerson, Blair",Grad
7021,2018,Data Analytics,Minor,3.590407163,0,"Stucky, John",Grad
7022,2018,Basket Weaving,BA,3.647347222,0,"Ford, Tyrone",UG
7023,2018,Data Analytics,Doctoral,3.648210377,0,"Angeles, Carlos",Grad
7024,2018,Container Design,Masters,4,0,"Woodson, Kenneth",Grad
7025,2018,Container Design,BA,3.673823687,1,"Smith, Denzel",UG
7026,2018,Data Analytics,Minor,3.560707538,1,"Greene, Jalel",Grad
7027,2018,Basket Weaving,Masters,3.698702473,1,"Martin, Jared",Grad
7028,2018,Data Analytics,BA,3.601846542,1,"Stovall, Mathew",UG
7029,2018,Data Analytics,BA,3.93030784,1,"Burrage, Kaleb",UG
7030,2018,Container Design,BA,3.903398437,0,"Martinez, Heriberto",UG
7031,2018,Container Design,Minor,3.871810065,1,"Saldana, Edgar",Grad
7032,2018,Container Design,Minor,3.885302556,0,"Hoffman, Dalton",Grad
7033,2018,Container Design,BA,3.801620984,0,"King, Christian",UG
7034,2018,Data Analytics,Masters,3.930181164,1,"Walker, Levi",Grad
7035,2018,Container Design,Masters,3.865671255,0,"Sivisay, Jonathan",Grad
7036,2018,Data Analytics,Masters,3.964675733,1,"Christenson, Tanner",Grad
7037,2018,Data Analytics,Masters,3.878764036,1,"Ruybal, Logan",Grad
7038,2018,Data Analytics,BA,3.762812077,0,"Kim, Sean",UG
7039,2018,Container Design,Masters,3.89183885,0,"Gossett, Alexander",Grad
7040,2018,Rug Weaving,BA,3.528680783,0,"Smith, Trey",UG
7041,2018,Rug Weaving,Masters,3.665561144,0,"Andrade, Adam",Grad
7042,2018,Container Design,Minor,3.191823306,0,"Williams, Christopher",Grad
7043,2018,Rug Weaving,BA,3.568783401,0,"Contreras, Joshua",UG
7044,2018,Container Design,Masters,3.68692803,1,"Rudman, Francis",Grad
7045,2018,Rug Weaving,Doctoral,3.919021768,0,"Harding, Nevin",Grad
7046,2018,Basket Weaving,BA,3.811563403,0,"Flowers, Devonte",UG
7047,2018,Data Analytics,Masters,3.774029441,0,"Kim, Evin",Grad
7048,2018,Basket Weaving,Masters,3.984333899,0,"Lowe, Toby",Grad
7049,2018,Basket Weaving,Masters,3.64605841,0,"Bolton, Elissia",Grad
7050,2018,Basket Weaving,BA,3.742825202,1,"Her, John",UG
7051,2018,Container Design,Doctoral,3.540080289,0,"Richardson, Raymond",Grad
7052,2018,Basket Weaving,Doctoral,3.350776289,0,"Martinez, Jesus",Grad
7053,2018,Data Analytics,Minor,3.579852514,0,"Link, Patrick",Grad
7054,2018,Data Analytics,Masters,3.706624338,0,"Russ, David",Grad
7055,2018,Container Design,Masters,3.904359011,0,"Roybal, Zacharia",Grad
7056,2018,Container Design,BA,3.64312932,0,"Tillmon, Eric",UG
7057,2018,Basket Weaving,BA,3.824721528,0,"Romley, Solomon",UG
7058,2018,Data Analytics,Doctoral,3.804189987,0,"Durrah, Joshua",Grad
7059,2018,Data Analytics,BA,3.590006857,1,"Bustamante, Nathan",UG
7060,2018,Rug Weaving,Masters,3.918905551,1,"Benedict, Thufeil",Grad
7061,2018,Container Design,Minor,3.743234947,1,"Gordon, Nathaniel",Grad
7062,2018,Container Design,Masters,3.765141891,0,"Gomez Rojo, Michael",Grad
7063,2018,Data Analytics,Doctoral,3.294176848,0,"Gentile, Joseph",Grad
7064,2018,Data Analytics,Masters,3.838086017,0,"Rhodes, Garrett",Grad
7065,2018,Data Analytics,Masters,3.522717144,0,"Munoz, Manuel",Grad
7066,2018,Data Analytics,Doctoral,3.73589527,0,"Long, Xavier",Grad
7067,2018,Data Analytics,BA,3.75350552,1,"Turner, Garnerick",UG
7068,2018,Container Design,Doctoral,3.785506436,1,"Mouscher, Chase",Grad
7069,2018,Basket Weaving,Masters,3.596254498,1,"Biano, Tommy",Grad
7070,2018,Basket Weaving,BA,3.808232571,0,"Aguilar, Reuben",UG
7071,2018,Basket Weaving,BA,3.931455443,0,"Gomez, Luis",UG
7072,2018,Container Design,BA,3.966997676,1,"English, Matthew",UG
7073,2018,Rug Weaving,BA,3.717090412,1,"Clayton, Arie",UG
7074,2018,Container Design,BA,3.639113907,1,"Sudendra, Jonathan",UG
7075,2018,Basket Weaving,Masters,3.64864725,1,"Norvell, Ryan",Grad
7076,2018,Data Analytics,Doctoral,3.584221249,1,"Ricks, Christopher",Grad
7077,2018,Data Analytics,BA,3.599357793,1,"Cooks, Jared",UG
7078,2018,Basket Weaving,Masters,3.725395682,0,"Shanahan, Jacob",Grad
7079,2018,Data Analytics,BA,3.838782948,0,"Kearney, Chandon",UG
7080,2018,Data Analytics,BA,3.416771611,0,"Turner, Dakota",UG
7081,2018,Container Design,Masters,3.871475779,1,"Womer, Austin",Grad
7082,2018,Rug Weaving,Masters,4,1,"Mccullough, Aarin",Grad
7083,2018,Rug Weaving,Minor,3.974342409,0,"Randon, David",Grad
7084,2018,Basket Weaving,Masters,3.962119552,1,"Ott, Parker",Grad
7085,2018,Basket Weaving,Masters,3.707442472,1,"Carreon, Martin",Grad
7086,2018,Data Analytics,Masters,3.806882533,0,"Avila, David",Grad
7087,2018,Container Design,Doctoral,4,0,"Bryant, Khiry",Grad
7088,2018,Basket Weaving,BA,3.782075126,0,"Jaszkowiak, Brian",UG
7089,2018,Container Design,Masters,3.662111247,0,"Fitzgerald, Dearee",Grad
7090,2018,Data Analytics,BA,4,0,"Imran, Benjamin",UG
7091,2018,Container Design,Minor,3.835451217,0,"Sipanya, Tommy",Grad
7092,2018,Container Design,Masters,4,1,"Pearce, Brendan",Grad
7093,2018,Basket Weaving,BA,3.644653774,1,"Monk, Demetreus",UG
7094,2018,Data Analytics,BA,3.628119732,0,"Estrada, Greggory",UG
7095,2018,Basket Weaving,BA,3.776575124,0,"Smith, Andrew",UG
7096,2018,Container Design,Doctoral,3.91701906,0,"Millan, Nathan",Grad
7097,2018,Container Design,BA,3.345459778,0,"Valencia, Daniel",UG
7098,2018,Basket Weaving,BA,3.771185274,1,"Suzuki, Kevin",UG
7099,2018,Basket Weaving,Masters,4,1,"Rodriguez, Gabriel",Grad
7100,2018,Container Design,Masters,3.862334797,1,"Cheuvront, Alexander",Grad
7101,2018,Rug Weaving,BA,3.746967792,0,"Nguyen, Jamie",UG
7102,2018,Container Design,BA,3.269405154,0,"Chow, Tyler",UG
7103,2018,Data Analytics,Masters,3.737274897,0,"Ponder, Joshua",Grad
7104,2018,Basket Weaving,BA,3.803238853,0,"White, Kevin",UG
7105,2018,Basket Weaving,BA,3.867056941,1,"Wallace, Javon",UG
7106,2018,Basket Weaving,BA,3.987959027,0,"Lavato, Brandon",UG
7107,2018,Data Analytics,BA,3.949436567,1,"Squier, Yuvann",UG
7108,2018,Rug Weaving,Masters,3.590698026,0,"Jefferson, Christian",Grad
7109,2018,Basket Weaving,BA,3.97504756,1,"Ly Payia, Justin",UG
7110,2018,Container Design,BA,3.536066153,0,"Salcedo, Alexander",UG
7111,2018,Rug Weaving,Doctoral,4,0,"Coleman, James",Grad
7112,2018,Container Design,BA,3.804364556,0,"Cheng, Binh",UG
7113,2018,Basket Weaving,BA,3.833834445,1,"Nguyen, Kevin",UG
7114,2018,Container Design,Masters,3.838808951,1,"Hunt, Donovan",Grad
7115,2018,Basket Weaving,BA,3.551822505,1,"Kani, Justin",UG
7116,2018,Data Analytics,BA,3.977659488,0,"Olivas, Efrain",UG
7117,2018,Rug Weaving,Doctoral,3.899148922,0,"Davis, Devin",Grad
7118,2018,Data Analytics,BA,3.859100379,0,"Cummins, Charles",UG
7119,2018,Container Design,BA,3.598701187,0,"Gallardo, Pedro",UG
7120,2018,Data Analytics,Masters,3.750468437,1,"Pralle, Jake",Grad
7121,2018,Rug Weaving,BA,3.737351135,0,"Cai, Carlo",UG
7122,2018,Rug Weaving,Masters,3.608251955,1,"Romani, Taylor",Grad
7123,2018,Basket Weaving,Masters,3.822529465,1,"Mcclure, Brandon",Grad
7124,2018,Basket Weaving,BA,3.898958236,0,"Eskeldson, Dylan",UG
7125,2018,Rug Weaving,Masters,3.60869929,0,"Maestas, Miguel",Grad
7126,2018,Data Analytics,Masters,3.77998009,0,"Mike IV, Oliver",Grad
7127,2018,Basket Weaving,BA,3.706753659,1,"Wong, Kevin",UG
7128,2018,Container Design,BA,3.678866877,0,"Dillon, Kyle",UG
7129,2018,Container Design,BA,3.696048359,1,"Hotzfield, Forrest",UG
7130,2018,Container Design,BA,4,0,"Ghosh, Justin",UG
7131,2018,Data Analytics,Masters,3.908119358,1,"Johnson, Austin",Grad
7132,2018,Rug Weaving,Doctoral,3.774160993,1,"Hart, Robert",Grad
7133,2018,Basket Weaving,Masters,3.438906104,0,"Allen, Trevor",Grad
7134,2018,Data Analytics,Masters,3.801366235,1,"Fromm, Harley",Grad
7135,2018,Container Design,BA,3.630559255,1,"Woods, Ganbayar",UG
7136,2018,Container Design,Masters,3.863859003,0,"Westbrook, Stephen",Grad
7137,2018,Rug Weaving,Masters,3.872385979,0,"Cruz-Romero, Dominic",Grad
7138,2018,Container Design,Masters,3.631871988,0,"Kuku, Dan",Grad
7139,2018,Basket Weaving,Masters,3.588397523,0,"Carmona-Delarosa, David",Grad
7140,2018,Rug Weaving,Doctoral,3.797050514,1,"Engle, Wyatt",Grad
7141,2018,Rug Weaving,BA,3.680407719,1,"Bausch, Scott",UG
7142,2018,Data Analytics,BA,3.449451498,0,"Weinand, Brandon",UG
7143,2018,Container Design,BA,4,0,"Cooper, Brian",UG
7144,2018,Container Design,BA,3.730085695,1,"Maes, Dominick",UG
7145,2018,Container Design,Minor,3.617614938,0,"Archuleta-Martinez, Derick",Grad
7146,2018,Data Analytics,BA,3.727866104,0,"Fischer, Samuel",UG
7147,2018,Data Analytics,Doctoral,3.568878713,1,"Esquibel, Muaoina",Grad
7148,2018,Data Analytics,Doctoral,3.944314758,0,"Thao, Mahmoud",Grad
7149,2018,Basket Weaving,Doctoral,3.688833283,0,"Wadsworth, Terrence",Grad
7150,2018,Basket Weaving,BA,3.744268093,0,"Nassimbene, Tobias",UG
7151,2018,Data Analytics,Doctoral,3.887678769,1,"Padilla, Christian",Grad
7152,2018,Basket Weaving,BA,3.931515206,0,"Denicola, An Yang",UG
7153,2018,Data Analytics,BA,3.7523882,0,"Samadh, Joseph",UG
7154,2018,Basket Weaving,Masters,4,1,"Carlson, Colton",Grad
7155,2018,Rug Weaving,Minor,3.802368591,0,"Shrestha, Conor",Grad
7156,2018,Container Design,Masters,3.560865144,0,"Cranson, Bryan",Grad
7157,2018,Data Analytics,Masters,3.825044561,0,"Timm, David",Grad
7158,2018,Data Analytics,Minor,4,1,"Ahmed Naji, Duy",Grad
7159,2018,Rug Weaving,Minor,3.706619248,0,"Krishnan, Marsus",Grad
7160,2018,Data Analytics,Masters,3.816529129,0,"Martinez, Jeremias",Grad
7161,2018,Data Analytics,BA,3.716920052,1,"Arroyo, Rodney",UG
7162,2018,Rug Weaving,Masters,3.83726542,1,"Kang, Kristopher",Grad
7163,2018,Basket Weaving,Masters,3.677862709,1,"Halac, Michael",Grad
7164,2018,Data Analytics,Masters,3.945208209,1,"Iqbal, Matthew",Grad
7165,2018,Container Design,BA,3.924079402,1,"Tran, Tulga",UG
7166,2018,Container Design,Doctoral,3.742956753,1,"Park, Kevin",Grad
7167,2018,Rug Weaving,BA,3.644641019,0,"Medina, Stefan",UG
7168,2018,Data Analytics,BA,3.807325576,1,"Park, Christopher",UG
7169,2018,Basket Weaving,Doctoral,3.728608562,0,"Ezzat, Tin",Grad
7170,2018,Data Analytics,BA,3.886402388,0,"Kinanee, Pierre",UG
7171,2018,Container Design,Masters,4,1,"Galbearth, Markus",Grad
7172,2018,Container Design,Minor,3.582524991,0,"Mealey, Leonard",Grad
7173,2018,Rug Weaving,BA,3.433461586,0,"Moua, Omer",UG
7174,2018,Rug Weaving,Minor,3.888732997,1,"Hawley-Bowes, Griffin",Grad
7175,2018,Basket Weaving,Masters,3.730736417,0,"Cummings, Chad",Grad
7176,2018,Rug Weaving,Doctoral,3.930245885,1,"Smith, Samuel",Grad
7177,2018,Basket Weaving,BA,3.596089877,1,"Farley, Jehanzeb",UG
7178,2018,Data Analytics,Doctoral,3.841743947,0,"Brinkmann, Jacob",Grad
7179,2018,Container Design,Minor,3.711432256,1,"Williams, Jeffery",Grad
7180,2018,Basket Weaving,Masters,3.791470981,0,"Felix, Cesar",Grad
7181,2018,Basket Weaving,Masters,3.927148895,1,"Pantoja Serrano, Luke",Grad
7182,2018,Data Analytics,BA,3.925185122,1,"Rubi, John",UG
7183,2018,Container Design,Minor,3.94171992,1,"Ly, Pierce",Grad
7184,2018,Data Analytics,Masters,3.694048625,0,"Sharp, Anthony",Grad
7185,2018,Rug Weaving,BA,3.724022225,0,"Sanchez, Adrian",UG
7186,2018,Data Analytics,Masters,3.823018324,0,"Muzek, Robert",Grad
7187,2018,Basket Weaving,Masters,3.677835333,0,"Parks, Trenton",Grad
7188,2018,Basket Weaving,BA,3.894727983,0,"Kelly, Reid",UG
7189,2018,Container Design,Minor,3.597268769,1,"Kim, Vu",Grad
7190,2018,Basket Weaving,BA,3.644898413,0,"Florez, Shaquille",UG
7191,2018,Data Analytics,BA,3.817003263,0,"Corbetta, Ronald",UG
7192,2018,Container Design,BA,4,1,"Andree, Theodore",UG
7193,2018,Container Design,BA,3.914704529,1,"Bailey, Michael",UG
7194,2018,Basket Weaving,Masters,4,0,"Shields, Kaleb",Grad
7195,2018,Data Analytics,BA,3.732625939,1,"Ho, Madhav",UG
7196,2018,Data Analytics,Minor,3.919751656,0,"Donnerson, Anthony",Grad
7197,2018,Data Analytics,Masters,3.983400945,1,"Rivera, Juan",Grad
7198,2018,Data Analytics,BA,3.569758146,1,"Harper, Verdell",UG
7199,2018,Data Analytics,Masters,4,1,"Olson, Robert",Grad
7200,2018,Container Design,BA,3.484964517,0,"Navarro Suarez, Thomas",UG
7201,2018,Rug Weaving,BA,3.658233817,0,"Lucas, Brock",UG
7202,2018,Container Design,Doctoral,3.782976598,1,"Paudel, Andy",Grad
7203,2018,Container Design,BA,3.821558156,1,"Alarid, Brandon",UG
7204,2018,Data Analytics,Masters,3.728231206,1,"Rusli, Ishan",Grad
7205,2018,Basket Weaving,BA,3.773385115,0,"Gonzales, Joel",UG
7206,2018,Data Analytics,Minor,4,0,"Younger, Devonte",Grad
7207,2018,Rug Weaving,Doctoral,3.843592174,1,"Maldonado, Zephaniah",Grad
7208,2018,Rug Weaving,Masters,3.907693772,1,"Luna, Tristan",Grad
7209,2018,Rug Weaving,BA,3.98528958,1,"Lovelace, Shane",UG
7210,2018,Container Design,Minor,3.735149854,1,"Nasreldin, Joshua",Grad
7211,2018,Data Analytics,Masters,3.987269709,1,"Somthaboun, Stephen",Grad
7212,2018,Container Design,BA,3.740601531,0,"Schwarz-Vacca, Pharwit",UG
7213,2018,Rug Weaving,Masters,4,1,"Nakama, Steve",Grad
7214,2018,Basket Weaving,BA,3.581289762,0,"Strohl, Ian",UG
7215,2018,Basket Weaving,Masters,3.478302296,0,"Lorenzo, Marco",Grad
7216,2018,Container Design,Doctoral,3.853817372,1,"Townsend, Joseph",Grad
7217,2018,Basket Weaving,BA,3.579723161,0,"Uhland, Matthew",UG
7218,2018,Basket Weaving,BA,4,0,"Davis, Hassan",UG
7219,2018,Container Design,Masters,3.853022109,1,"Ely, Haseeb",Grad
7220,2018,Data Analytics,Masters,3.949654264,0,"Yi, Matthew",Grad
7221,2018,Data Analytics,Masters,4,1,"Wong, Young",Grad
7222,2018,Data Analytics,Masters,3.64541998,1,"Sitinjak, David",Grad
7223,2018,Basket Weaving,BA,4,0,"Hearns, Davonte",UG
7224,2018,Basket Weaving,Minor,4,0,"Jones, Deontrae",Grad
7225,2018,Container Design,BA,3.988951611,0,"Fifita, Laird",UG
7226,2018,Container Design,BA,3.747912711,0,"Luna, Seth",UG
7227,2018,Container Design,BA,3.770799596,0,"Chidambaram, Brian",UG
7228,2018,Data Analytics,BA,4,0,"Carlson, Michael",UG
7229,2018,Rug Weaving,Masters,3.809865481,1,"Griego, Jimmy",Grad
7230,2018,Rug Weaving,BA,3.543767097,1,"Weickum, Grady",UG
7231,2018,Data Analytics,BA,3.910216068,0,"Washington, Warren",UG
7232,2018,Container Design,Masters,3.571640356,1,"Barrow, Sergio",Grad
7233,2018,Rug Weaving,Masters,3.757866859,1,"Harris, Torrence",Grad
7234,2018,Data Analytics,BA,3.48268749,1,"Li, Aaqil",UG
7235,2018,Container Design,BA,4,1,"Atwater, Garrett",UG
7236,2018,Basket Weaving,Doctoral,3.821363139,0,"Griffin, Marcus",Grad
7237,2018,Data Analytics,Doctoral,4,0,"Collins, Hunter",Grad
7238,2018,Container Design,Masters,3.648070442,1,"Bekele, Tevin",Grad
7239,2018,Container Design,Masters,3.73982899,0,"Ly, Changseok",Grad
7240,2018,Rug Weaving,Minor,3.798898966,0,"Mosely, Taurean",Grad
7241,2018,Data Analytics,Doctoral,3.760237826,1,"Sandhu, Austin",Grad
7242,2018,Rug Weaving,Masters,3.808871377,0,"Rodriguez, Nathanael",Grad
7243,2018,Basket Weaving,Doctoral,3.573674914,0,"Rodriguez, Philip",Grad
7244,2018,Data Analytics,Masters,3.845195277,0,"Duhart, Chiekezie",Grad
7245,2018,Container Design,Doctoral,3.969417877,1,"Shumpert, Marquis",Grad
7246,2018,Data Analytics,Masters,4,0,"Evans, Eric",Grad
7247,2018,Container Design,BA,4,0,"Lee, Grant",UG
7248,2018,Basket Weaving,BA,3.795543076,0,"Lee, Benjamin",UG
7249,2018,Container Design,Masters,3.848254196,0,"Lara, Daniel",Grad
7250,2018,Basket Weaving,BA,3.554953919,1,"Mckeown-Drialo, Christian",UG
7251,2018,Data Analytics,Masters,3.927277104,1,"Ayala, Jun-Wo",Grad
7252,2018,Basket Weaving,BA,4,0,"Brynoff, Owen",UG
7253,2018,Data Analytics,BA,3.774473105,0,"Kenney, Rajeev",UG
7254,2018,Rug Weaving,BA,3.738623575,0,"Lewis, Kelechi",UG
7255,2018,Data Analytics,Masters,3.512901988,0,"Tifft, Cody",Grad
7256,2018,Data Analytics,Doctoral,3.826562915,0,"Trujillo, Moon Ho",Grad
7257,2018,Basket Weaving,Masters,3.406146091,0,"Johnson, Davion",Grad
7258,2018,Container Design,Masters,3.871575187,0,"Arndt, Chase",Grad
7259,2018,Container Design,BA,3.640906621,1,"Murphy, Tyler",UG
7260,2018,Container Design,Masters,3.917008296,0,"Kelly, Maurice",Grad
7261,2018,Data Analytics,Masters,4,0,"Mack, Quincy",Grad
7262,2018,Container Design,BA,3.937541514,1,"Sanchez Clemente, Ivan",UG
7263,2018,Data Analytics,BA,3.552291764,0,"Munoz, Matthew",UG
7264,2018,Container Design,Minor,3.422543428,1,"Abraham, Tyler",Grad
7265,2018,Data Analytics,Masters,3.744824482,0,"Hale-Eley, Justin",Grad
7266,2018,Data Analytics,Masters,4,0,"Martinez, Brendan",Grad
7267,2018,Rug Weaving,Masters,3.614817799,0,"Anderson, Elijah",Grad
7268,2018,Basket Weaving,Doctoral,4,0,"Udechukwu, Tariff",Grad
7269,2018,Data Analytics,Doctoral,3.643744906,0,"Curtis, Ryan",Grad
7270,2018,Data Analytics,BA,3.675069645,1,"Renteria Rivas, Guillermo",UG
7271,2018,Basket Weaving,BA,4,0,"Person, Jemal",UG
7272,2018,Basket Weaving,Doctoral,3.360602673,1,"Huynh, Dallas",Grad
7273,2018,Rug Weaving,BA,3.708533527,0,"Nguyen, Torrey",UG
7274,2018,Data Analytics,Minor,3.662274923,1,"Rios-Romero, Pedro",Grad
7275,2018,Basket Weaving,Masters,3.56879406,1,"Cuara-Ruiz, Yordi",Grad
7276,2018,Container Design,BA,3.531976324,1,"Neece, Andrew",UG
7277,2018,Data Analytics,Masters,3.980036876,1,"Dahlberg, Malcolm",Grad
7278,2018,Basket Weaving,BA,3.537987816,0,"Hodges, Luke",UG
7279,2018,Container Design,Masters,3.634682832,0,"Johnson, Kush",Grad
7280,2018,Basket Weaving,BA,3.763786966,1,"Fierro, Matthew",UG
7281,2018,Rug Weaving,BA,3.723422792,1,"Du, Alan",UG
7282,2018,Data Analytics,BA,3.830978264,1,"Lujan, Jaron",UG
7283,2018,Rug Weaving,BA,4,0,"Alonzo, Randon",UG
7284,2018,Rug Weaving,BA,3.847512295,1,"Kiros, Hassan",UG
7285,2018,Data Analytics,Minor,3.607798584,0,"Solano, Felix",Grad
7286,2018,Basket Weaving,BA,3.691137341,1,"Johnson, Derrick",UG
7287,2018,Container Design,BA,3.737523974,0,"Naguib, Jonathan",UG
7288,2018,Data Analytics,BA,3.661152601,0,"Hoang, Blaise",UG
7289,2018,Data Analytics,Doctoral,3.53617067,1,"Cruz, Isaac",Grad
7290,2018,Container Design,Doctoral,4,0,"Perez, Alejandro",Grad
7291,2018,Data Analytics,Doctoral,3.400534392,0,"Martinez, Irwing",Grad
7292,2018,Data Analytics,BA,4,0,"Herzog, Taylor",UG
7293,2018,Data Analytics,BA,3.684090298,1,"Redmond, Richard",UG
7294,2018,Data Analytics,BA,3.895070488,1,"Floyd, Nyerre",UG
7295,2018,Data Analytics,BA,3.72046853,1,"Ao, Donny",UG
7296,2018,Data Analytics,BA,3.917983302,1,"Olmos, Sean",UG
7297,2018,Data Analytics,Masters,4,0,"Maldonado-Ornelas, David",Grad
7298,2018,Data Analytics,BA,3.830399115,1,"Hale, Tyler",UG
7299,2018,Container Design,Doctoral,3.841189514,1,"Caro, Christopher",Grad
7300,2018,Basket Weaving,Masters,3.667889887,0,"Holm, William",Grad
7301,2018,Rug Weaving,Masters,3.86747032,1,"Olivas, Joseph",Grad
7302,2018,Container Design,Masters,3.83930448,1,"Anderson, Dylan",Grad
7303,2018,Rug Weaving,BA,3.868811717,0,"Greiff, Andrew",UG
7304,2018,Data Analytics,Doctoral,3.700829892,1,"Marquard, Michael",Grad
7305,2018,Data Analytics,Doctoral,3.759355829,0,"Vallejo-Cano, Carlos",Grad
7306,2018,Container Design,BA,3.886779644,1,"Visser, Austin",UG
7307,2018,Data Analytics,Masters,3.838611331,0,"Montiel, Alvin",Grad
7308,2018,Rug Weaving,Masters,3.907671593,1,"Johnson, Omari",Grad
7309,2018,Basket Weaving,Masters,4,0,"Jones, Race",Grad
7310,2018,Rug Weaving,BA,3.788225261,0,"Sterett, Derek",UG
7311,2018,Basket Weaving,Masters,4,0,"Givan, Alphonzo",Grad
7312,2018,Container Design,BA,3.636295831,0,"Brennan, Edwin",UG
7313,2018,Container Design,Doctoral,3.839766845,0,"Avilova, Christian",Grad
7314,2018,Container Design,BA,3.868839797,1,"Omar, Kaleel",UG
7315,2018,Data Analytics,Doctoral,3.870313532,1,"Vea, Matthew",Grad
7316,2018,Rug Weaving,Minor,3.786329073,1,"Walther, Matthew",Grad
7317,2018,Basket Weaving,BA,3.618235648,1,"Zamora, Farley",UG
7318,2018,Data Analytics,Masters,3.537627046,0,"Lane, Sean",Grad
